% White,% Black/African American,%65+ Below poverty,Residual
-1.1897810618047082,0.15217584285894792,2.2046861978979795,-182.24080343553874
-1.1860834495233172,0.32450961985581234,1.573262358153669,-119.78540683464546
-1.182385837241926,2.7371824978119137,-1.1599008338824166,-34.36169186334257
-1.1786882249605348,0.6331073135478718,2.0513404082457902,-116.32769596890273
-1.1786882249605348,1.883529137339074,-1.0696974282046579,-63.61282702389991
-1.1786882249605348,2.0598706765916797,1.2124487354426345,32.50601069634311
-1.1786882249605348,2.7291669733004316,-0.8261482328747097,-111.49086512978468
-1.1749906126791434,-0.7335396156598204,0.04882480219954869,-95.27007810826713
-1.1749906126791434,0.2523698992524737,2.3399913064146176,23.02281081517542
-1.1712930003977522,0.6691771738495412,1.1222453297648762,-31.13445975803783
-1.1712930003977522,2.733174735556173,-1.2230432178568476,-119.52891138303664
-1.167595388116361,0.1962612276720992,1.5552216770181178,-9.879414270335246
-1.167595388116361,2.6690505394643163,-0.8532092545780373,-12.408759885039057
-1.1638977758349698,0.2724087105311789,1.5913030392892211,-7.450503620719417
-1.1638977758349698,1.6270323529716482,-0.15864303085929587,-45.37284568875223
-1.1638977758349698,2.6690505394643163,-0.5194566535703304,-74.22607544338294
-1.1565025512721874,0.38863381594766877,1.0320419240871177,33.006775139227386
-1.1528049389907962,0.16820689188191199,2.1144827922202207,-149.09217084890562
-1.1528049389907962,0.20026898992784029,2.321950625279066,-33.70261626062975
-1.1528049389907962,0.35657171790174047,1.870933596890273,-52.36208561337156
-1.1528049389907962,2.035824103057233,0.553963873994997,-150.38844973279822
-1.1454097144280138,0.26038542376395574,2.457255733795704,77.20007802194431
-1.1454097144280138,1.7352419338766556,0.5359231928594453,395.2496560179995
-1.1417121021466226,0.023927450675234888,1.6995471261025317,97.04485336795398
-1.1417121021466226,0.7533401812201027,-0.3300295016470374,-111.333363905429
-1.1380144898652311,2.6610350149528346,-0.7088838054936235,-97.45710043096867
-1.1269216530210577,1.6951643113192452,-1.0877381093402096,-190.4462685882009
-1.1269216530210577,1.8755136128275918,-0.22178541483372716,25.928966217039147
-1.1232240407396663,0.42470367624933814,1.916035299729152,-120.82533852458721
-1.115828816176884,0.20427675218358138,0.17510957014841091,-37.098230357442354
-1.115828816176884,0.5048589213641589,0.04882480219954869,96.73039258009055
-1.1047359793327103,-0.00011912285921136753,0.5810248956983247,-47.928824835467616
-1.1047359793327103,2.6289729169069056,-1.0877381093402096,-109.49268793779112
-1.101038367051319,1.7833350809455482,-0.6908431243580718,-65.1113942584667
-1.0973407547699279,0.14816808060320683,0.1931502512839626,-59.85350460776293
-1.0936431424885367,-0.2325693336921913,-0.11354132802041655,367.2322584586942
-1.0899455302071455,2.388507181562444,-1.0336160659335545,-66.11124030685805
-1.0862479179257543,-0.23657709594793233,1.4018758873659278,-102.8172400580021
-1.0603646319560156,-0.23657709594793233,0.9598791995449107,31.3987600061902
-1.0566670196746244,-0.15241408857737065,-0.10452098745264088,-70.8140482358613
-1.0418765705490596,2.492709000211711,-0.6908431243580718,101.23154074558357
-1.0233885091421033,-0.02015793413791653,-0.6457414215191926,227.06804052497296
-1.0196908968607121,0.0038886393965297224,-0.1857040525626235,-95.5312238290075
-1.0085980600165385,1.0499145881449392,-0.8983109574169166,49.42295273226921
-1.0049004477351473,1.9757076692211175,0.8065334098927212,-124.96142794117334
-0.9938076108909736,-0.7936560494959359,-0.05941928461376158,186.89482405319956
-0.9790171617654088,2.4005304683296673,-0.08648030631708922,-216.48436857102763
-0.9753195494840174,-0.34077891459719917,0.45474012774946243,-68.34682730406915
-0.9716219372026262,1.510807247555158,-0.37513120448591675,37.75542472758566
-0.934645814388714,1.3945821421386677,1.2214690760104105,331.3454380040574
-0.9309482021073229,-0.7094930421253741,1.0861639674937726,99.3404188402293
-0.9272505898259316,0.6411228380593539,1.8168115534836176,240.03215933988494
-0.9198553652631491,-0.2165382846692271,0.3825774032072558,63.206528694067885
-0.8569959564794984,-0.320740103318494,0.9508588589771347,76.67006017523805
-0.8422055073539334,1.4907684362764528,0.626126598537204,670.6909558451767
-0.8274150582283686,-0.5451747896399918,-0.4923956318670028,8.027706041215064
-0.8052293845400212,0.30847857083284813,1.4289369090692559,-130.01383792750502
-0.7608580371633266,-0.805679336263159,-0.1496226902915202,-130.63809443728292
-0.7460675880377617,1.7031798358307273,0.1390282078773073,59.32448681348584
-0.7386723634749793,-0.8297259097976051,-0.9343923196880201,-116.04096328926039
-0.7016962406610671,-0.45299625775794816,0.9598791995449107,291.9908180734278
-0.7016962406610671,0.1842379409048762,0.34649604093615216,-64.65518503492144
-0.6758129546913284,-0.805679336263159,1.1673470326037554,-121.57436887002254
-0.6610225055657636,-0.817702623030382,0.3915977437750315,-157.9338089383271
-0.6573248932843723,1.4827529117649705,-0.8802702762813649,21.18645483333944
-0.6425344441588074,-0.7375473779155614,-0.8351685734424856,-30.44853976194357
-0.6425344441588074,0.14015255609172478,1.5191403147470144,346.9340537339849
-0.635139219596025,-0.3968875861775737,-0.3570905233503649,-49.57765941269847
-0.6240463827518514,1.8514670392931458,-1.1057787904757614,-54.38637322851321
-0.6203487704704601,1.025868014610493,-0.3931718856214684,-122.61975521986656
-0.601860709063504,-0.7575861891942665,-0.1947243931303995,217.4034944167509
-0.5944654845007216,-0.565213600918697,0.4908214900205661,54.311819768922426
-0.5944654845007216,1.7352419338766556,0.7253503447827383,292.37503246743097
-0.5870702599379392,1.879521375083333,0.17510957014841091,11.017734791342804
-0.5537917494054182,-0.7295318534040793,0.626126598537204,-25.52240155592966
-0.5426989125612445,-0.20852276015774504,0.8606554532993762,-78.55363015803322
-0.5426989125612445,0.17221465413765308,0.6080859174016523,27.41652217094154
-0.5390013002798533,-0.6493766082892587,1.7536691695091864,-70.71667753011491
-0.5205132388728971,0.13614479383598369,1.843872575186945,518.317970414777
-0.5205132388728971,1.2102250783745805,4.83862564368853,-164.6013641218462
-0.5094204020287234,-0.4610117822694302,1.0861639674937726,-40.020593889179224
-0.5057227897473323,1.4947761985321935,2.1144827922202207,-230.75850235190433
-0.48723472834037623,0.0760283599998682,0.8155537504604968,146.6409046521439
-0.4391657686822903,0.38061829143618675,-0.6908431243580718,-74.28536659621523
-0.4206777072753342,-0.6493766082892587,-0.8532092545780373,-147.89336786336176
-0.41698009499394295,0.2804242350426609,0.20217059185173858,-75.4998387938442
-0.3910968090242044,0.12812926932450167,-0.8622295951458131,-63.16385487813919
-0.3800039721800307,-0.8297259097976051,-0.4021922261892442,32.94253248825078
-0.3541206862102922,-0.4049031106890557,1.3206928222559453,-58.43868883821951
-0.3393302370847273,-0.7936560494959359,0.08490616447065233,-66.16554861074249
-0.32823740024055365,0.901627384682521,0.3374757003683765,120.09981741186718
